420	48,37,47,37,47,38,48,38
421	37,38,36,38,36,39,37,39
425	57,39,56,39,56,40,57,40
434	37,38,37,39,38,39
698	83,47,80,47,80,48,80,50,83,50
896	120,54,120,53,121,52,121,51,105,41,105,42,104,43,103,43,103,44,102,44,102,45,120,55
901	127,55,126,55,127,56
997	68,44,67,44,67,45,68,45
1230	87,32,86,32,86,31,85,33,87,33
1237	88,31,87,31,87,32,88,32
1241	84,42,83,42,83,43,84,43
1365	69,33,68,33,68,34,69,34
1385	72,31,72,32,73,32
1736	19,13,19,12,18,12,18,13,18,14,19,14
1737	22,20,21,19,20,20,21,21
1738	14,16,13,16,14,17
1739	12,9,11,9,11,10,12,10
1740	29,22,29,23,30,23
1748	20,12,19,13,20,13
1770	13,3,12,3,12,4,13,4
1821	24,27,23,27,23,28,24,28
2057	41,23,40,23,40,24,41,24
2080	46,25,45,25,45,26,46,26
2352	69,23,68,23,68,24,69,24
2353	80,29,79,29,79,30,80,30
2382	69,30,68,30,68,31,69,31
2484	126,19,123,19,122,18,122,17,121,17,121,18,120,18,120,19,125,22,126,22
2485	119,24,116,24,116,25
