33	1323
155	1325
154	1327
153	1328
96	1330

33	1328
155	1330
154	1332
153	1333
96	1335

33	1333
155	1335
154	1337
153	1338
96	1340

33	1338
155	1340
154	1342
153	1343
96	1345

33	1343
155	1345
154	1347
153	1348
96	1350

33	1348
155	1350
154	1352
153	1353
96	1355

33	1353
155	1355
154	1357
153	1358
96	1360

156	1321
152	1322
151	1324
125	1326
13	1327
150	1329
149	1330
44	1332
148	1333
147	1335
146	1337
145	1338
74	1340
10	1341

156	1326
152	1327
151	1329
125	1331
13	1332
150	1334
149	1335
44	1337
148	1338
147	1340
146	1342
145	1343
74	1345
10	1346

156	1331
152	1332
151	1334
125	1336
13	1337
150	1339
149	1340
44	1342
148	1343
147	1345
146	1347
145	1348
74	1350
10	1351

156	1336
152	1337
151	1339
125	1341
13	1342
150	1344
149	1345
44	1347
148	1348
147	1350
146	1352
145	1353
74	1355
10	1356

156	1341
152	1342
151	1344
125	1346
13	1347
150	1349
149	1350
44	1352
148	1353
147	1355
146	1357
145	1358
74	1360
10	1361

156	1346
152	1347
151	1349
125	1351
13	1352
150	1354
149	1355
44	1357
148	1358
147	1360
146	1362
145	1363
74	1365
10	1366

156	1351
152	1352
151	1354
125	1356
13	1357
150	1359
149	1360
44	1362
148	1363
147	1365
146	1367
145	1368
74	1370
10	1371

156	1356
152	1357
151	1359
125	1361
13	1362
150	1364
149	1365
44	1367
148	1368
147	1370
146	1372
145	1373
74	1375
10	1376

156	1361
152	1362
151	1364
125	1366
13	1367
150	1369
149	1370
44	1372
148	1373
147	1375
146	1377
145	1378
74	1380
10	1381

10	1322
72	1323
144	1324
143	1326
142	1328
141	1329
33	1332

10	1327
72	1328
144	1329
143	1331
142	1333
141	1334
33	1337

10	1332
72	1333
144	1334
143	1336
142	1338
141	1339
33	1342

10	1337
72	1338
144	1339
143	1341
142	1343
141	1344
33	1347

10	1342
72	1343
144	1344
143	1346
142	1348
141	1349
33	1352

10	1347
72	1348
144	1349
143	1351
142	1353
141	1354
33	1357

10	1352
72	1353
144	1354
143	1356
142	1358
141	1359
33	1362

10	1357
72	1358
144	1359
143	1361
142	1363
141	1364
33	1367

10	1362
72	1363
144	1364
143	1366
142	1368
141	1369
33	1372

10	1367
72	1368
144	1369
143	1371
142	1373
141	1374
33	1377

10	1372
72	1373
144	1374
143	1376
142	1378
141	1379
33	1382

10	1377
72	1378
144	1379
143	1381
142	1383
141	1384
33	1387

10	1382
72	1383
144	1384
143	1386
142	1388
141	1389
33	1392

140	1329
66	1332

140	1339
66	1342

140	1349
66	1352

140	1359
66	1362

140	1369
66	1372

140	1379
66	1382

140	1389
66	1392

33	1358
155	1360
154	1362
153	1363
96	1365

156	1366
152	1367
151	1369
125	1371
13	1372
150	1374
149	1375
44	1377
148	1378
147	1380
146	1382
145	1383
74	1385
10	1386

10	1387
72	1388
144	1389
143	1391
142	1393
141	1394
33	1397
140	1399
66	1402

33	1363
155	1365
154	1367
153	1368
96	1370

156	1371
152	1372
151	1374
125	1376
13	1377
150	1379
149	1380
44	1382
148	1383
147	1385
146	1387
145	1388
74	1390
10	1391

10	1392
72	1393
144	1394
143	1396
142	1398
141	1399
33	1402

33	1368
155	1370
154	1372
153	1373
96	1375

156	1376
152	1377
151	1379
125	1381
13	1382
150	1384
149	1385
44	1387
148	1388
147	1390
146	1392
145	1393
74	1395
10	1396

10	1397
72	1398
144	1399
143	1401
142	1403
141	1404
33	1407

33	1373
155	1375
154	1377
153	1378
96	1380

156	1381
152	1382
151	1384
125	1386
13	1387
150	1389
149	1390
44	1392
148	1393
147	1395
146	1397
145	1398
74	1400
10	1401

10	1402
72	1403
144	1404
143	1406
142	1408
141	1409
33	1412

33	1378
155	1380
154	1382
153	1383
96	1385

156	1386
152	1387
151	1389
125	1391
13	1392
150	1394
149	1395
44	1397
148	1398
147	1400
146	1402
145	1403
74	1405
10	1406

10	1407
72	1408
144	1409
143	1411
142	1413
141	1414
33	1417
140	1419
66	1422

33	1383
155	1385
154	1387
153	1388
96	1390

33	1388
155	1390
154	1392
153	1393
96	1395

33	1393
155	1395
154	1397
153	1398
96	1400

33	1398
155	1400
154	1402
153	1403
96	1405

33	1403
155	1405
154	1407
153	1408
96	1410

33	1408
155	1410
154	1412
153	1413
96	1415

33	1413
155	1415
154	1417
153	1418
96	1420

33	1418
155	1420
154	1422
153	1423
96	1425

33	1423
155	1425
154	1427
153	1428
96	1430

33	1428
155	1430
154	1432
153	1433
96	1435

33	1433
155	1435
154	1437
153	1438
96	0

156	1391
152	1392
151	1394
125	1396
13	1397
150	1399
149	1400
44	1402
148	1403
147	1405
146	1407
145	1408
74	1410
10	1411

156	1396
152	1397
151	1399
125	1401
13	1402
150	1404
149	1405
44	1407
148	1408
147	1410
146	1412
145	1413
74	1415
10	1416

156	1401
152	1402
151	1404
125	1406
13	1407
150	1409
149	1410
44	1412
148	1413
147	1415
146	1417
145	1418
74	1420
10	1421

156	1406
152	1407
151	1409
125	1411
13	1412
150	1414
149	1415
44	1417
148	1418
147	1420
146	1422
145	1423
74	1425
10	1426

156	1411
152	1412
151	1414
125	1416
13	1417
150	1419
149	1420
44	1422
148	1423
147	1425
146	1427
145	1428
74	1430
10	1431

156	1416
152	1417
151	1419
125	1421
13	1422
150	1424
149	1425
44	1427
148	1428
147	1430
146	1432
145	1433
74	1435
10	1436

156	1421
152	1422
151	1424
125	1426
13	1427
150	1429
149	1430
44	1432
148	1433
147	1435
146	1437
145	1438
74	0
10	1

156	1426
152	1427
151	1429
125	1431
13	1432
150	1434
149	1435
44	1437
148	1438
147	0
146	2
145	3
74	5
10	6

156	1431
152	1432
151	1434
125	1436
13	1437
150	1439
149	0
44	2
148	3
147	5
146	7
145	8
74	10
10	11

156	1436
152	1437
151	1439
125	1
13	2
150	4
149	5
44	7
148	8
147	10
146	12
145	13
74	15
10	16

10	1412
72	1413
144	1414
143	1416
142	1418
141	1419
33	1422

10	1417
72	1418
144	1419
143	1421
142	1423
141	1424
33	1427

10	1422
72	1423
144	1424
143	1426
142	1428
141	1429
33	1432

10	1427
72	1428
144	1429
143	1431
142	1433
141	1434
33	1437

10	1432
72	1433
144	1434
143	1436
142	1438
141	1439
33	2

10	1437
72	1438
144	1439
143	1
142	3
141	4
33	7

140	1439
66	2

33	1438
155	0
154	2
153	3
96	5

