3374	255,172,255,159,254,162,253,164,252,167,248,172,247,173,251,174
3374	255,155,254,155,255,157
3377	142,34,143,34,144,33,145,34,146,33,147,32,148,31,150,31,153,30,154,30,155,31,156,30,156,29,153,29,153,28,149,28,148,27,148,28,139,28,139,27,138,28,131,28,131,29,129,29,129,30,131,30,132,31,133,31,135,32,135,33,136,34,137,34,138,33,141,33,141,34,142,35
3377	157,30,156,30,157,31
3378	167,132,170,129,171,126,176,125,182,126,191,129,193,130,194,127,186,123,184,123,176,124,170,123,165,125,163,128,163,132,165,133
3379	30,137,30,136,30,135,32,132,33,131,34,130,34,129,35,129,35,128,36,128,37,127,37,126,38,126,38,125,39,125,39,124,39,123,40,123,40,122,41,122,41,121,41,120,42,120,42,119,43,118,43,117,43,116,44,116,44,115,45,114,45,113,44,113,43,114,43,115,43,116,42,116,42,117,42,118,41,119,41,120,40,120,40,121,39,121,39,122,38,123,37,123,37,124,36,124,35,125,34,125,32,127,31,128,30,128,28,130,28,131,27,133,27,134,27,135,27,136,27,137,27,138,28,138
3380	96,170,86,170,86,176,96,176
3381	60,96,53,96,53,102,60,102
3384	166,131,168,129,169,127,169,126,170,126,170,125,170,124,168,124,168,125,166,125,165,127,165,128,164,128,164,129,164,130,164,131,165,132
3389	91,181,92,181,93,180,93,179,93,178,94,178,94,177,95,176,96,175,97,175,97,174,97,173,98,173,98,172,99,171,98,171,98,172,97,172,97,173,96,174,95,175,94,176,94,177,93,177,93,178,92,178,92,179,91,180,91,181,90,182,91,182
3393	41,219,41,218,37,218,37,219,36,219,36,220,38,220,38,219,40,219,40,220,41,220
3398	73,186,72,186,72,187
3398	75,186,77,186,77,185,73,185,73,186,74,186,74,187,75,187
3403	94,179,93,180,94,180
3403	96,178,95,179,96,179
3403	95,178,95,177,94,177,94,178,93,178,93,179,94,179
3410	254,166,253,165,253,164,252,166,252,167,253,167
3411	122,139,121,139,121,140,122,140
3411	123,136,123,135,122,135,122,136,122,137,123,137
3417	119,137,118,137,118,138
3417	119,136,119,135,118,135,118,136,118,137
3424	56,94,57,94,57,93,55,94,56,94,55,95,56,95
3425	54,203,53,203,53,204,54,204
3432	68,101,67,100,67,101,68,102,69,102
3435	79,179,79,178,77,180
3437	98,162,98,161,97,162,97,163
3438	78,169,78,168,77,168,77,169,78,170
3440	103,158,100,156,100,157,101,157,103,159
3453	100,108,99,108,99,109,100,109
3465	122,134,122,135,123,135
3468	33,126,32,126,32,127
3470	121,126,120,126,120,127,121,127
3477	120,125,119,125,119,126
3483	50,85,49,85,50,86
3493	63,196,62,196,62,197,63,197
3501	120,116,120,115,119,115,119,116,119,117,120,117
3505	64,97,62,98,64,98
3513	95,179,94,180,95,180
3526	44,211,43,211,44,212
