0	139,48,142,48,143,47,145,47,146,46,147,46,148,45,151,45,152,43,154,43,158,42,159,41,160,40,162,40,162,39,163,39,164,38,165,37,166,37,166,36,166,35,166,34,166,33,165,34,165,33,164,33,164,32,164,31,164,30,165,29,162,29,162,28,161,28,161,27,161,26,161,25,161,24,162,24,162,23,162,22,162,21,163,21,163,20,163,19,161,19,161,18,161,17,161,16,160,16,160,17,159,17,159,16,158,16,157,15,156,15,156,14,154,14,154,13,154,12,153,12,153,11,152,11,152,10,153,10,153,9,154,9,154,8,154,7,154,6,153,6,153,5,149,5,149,4,148,4,148,5,147,5,147,4,145,4,145,3,142,3,142,2,140,2,140,1,130,1,130,0,128,0,128,1,129,1,129,2,127,3,126,3,126,4,124,4,124,5,123,5,123,6,122,6,122,7,122,8,121,8,120,9,119,9,119,10,119,11,118,11,118,12,117,13,117,14,117,15,116,15,117,16,118,16,118,17,118,18,119,18,119,19,120,20,120,21,121,22,122,23,122,24,123,25,124,25,124,26,125,27,125,28,125,29,126,29,126,30,126,31,126,32,127,32,128,33,128,34,128,35,127,36,124,36,124,37,125,37,125,38,122,39,120,38,116,38,115,37,114,37,115,36,114,36,113,34,112,34,111,33,109,32,108,31,107,30,107,31,108,31,108,32,109,32,109,33,110,34,110,35,109,35,109,36,110,37,110,38,111,38,111,39,111,40,112,40,112,41,114,41,115,42,116,42,116,43,116,44,117,45,118,46,125,46,125,47,128,47,128,48,131,48,131,47,132,48,133,49,138,49
0	127,0,125,0,125,1,126,1
1	3,9,5,7,6,6,9,5,11,4,12,4,14,3,17,2,19,2,21,1,28,1,29,2,30,3,31,3,31,2,32,2,33,1,34,0,0,0,0,11
3	126,3,128,3,128,2,129,2,129,1,128,1,128,0,126,0,126,1,125,1,125,2,125,4,126,4
4	195,1,190,1,190,2,195,2
5	186,36,185,36,185,37
5	191,35,190,35,190,34,189,34,189,35,186,35,186,36,191,36
6	222,29,219,29,219,31,222,31
7	178,37,178,36,174,36,174,37,176,37,176,38,178,38
7	174,35,173,35,173,36,174,36
8	102,2,101,1,95,7,96,7
9	105,16,104,15,103,14,103,13,102,11,102,13,103,14,103,15,104,16,105,18,106,18
9	103,9,103,8,102,9,102,10
10	143,6,143,5,143,4,142,4,141,5,142,5,142,6,142,7,143,7
11	122,38,120,37,120,38,121,38,121,39,123,39
12	183,36,182,36,182,37,183,37
13	162,7,161,7,161,8
14	235,29,235,28,234,28,234,29,235,30
15	247,30,245,30,245,31,247,31
16	230,24,229,24,228,25,229,25
16	231,23,230,23,230,24,231,24
17	201,38,200,38,200,37,199,37,200,38,200,39,201,39
18	123,41,121,41,121,42,123,42
20	158,1,157,1,157,2,158,2
24	168,35,167,35,167,36,168,36
29	148,18,147,18,147,19,148,19
31	158,0,157,0,157,1,158,1
34	119,36,118,36,118,37,119,37
37	123,17,122,18,123,18
40	155,42,154,43,155,43
42	161,40,160,40,160,41,161,41
47	157,24,156,24,156,25,157,25
57	106,10,105,11,106,11
94	146,16,145,16,145,17
