471	1,2,0,2,0,3,1,3
662	28,6,16,5,15,13,28,14
663	175,27,176,27,176,26,175,26,175,25,177,25,177,24,176,24,176,23,176,22,173,22,173,21,166,21,166,22,166,23,167,23,167,24,166,24,165,25,166,25,166,26,167,26,167,27,169,27,169,26,171,26,171,27,174,27,174,28,175,28
664	44,0,43,0,43,1,44,1
664	42,0,41,0,40,1,42,1
664	37,0,30,0,30,1,37,1
665	93,6,93,5,92,5,92,4,92,3,91,4,91,5,91,6,91,7,93,7
666	103,11,104,11,104,10,103,9,103,10,102,10,102,11,101,11,102,12,103,12
667	96,5,96,4,95,4,94,3,93,3,93,4,93,5,93,6
668	84,4,83,4,82,5,84,5
668	79,4,79,5,82,5
669	108,20,108,19,108,18,108,17,107,17,107,18,107,19,107,20,108,21
670	178,23,177,23,177,24,178,24
671	132,24,131,24,131,25,132,25
672	97,14,96,15,97,15
673	166,33,166,32,165,33,165,34
674	168,32,167,32,167,33,168,33
675	90,12,89,12,90,13,91,13
676	152,32,151,32,151,33,152,33
679	158,33,158,34,159,34
682	97,13,96,13,96,14,97,14
684	96,12,95,12,95,13,96,13
