1738	220,15,219,15,219,16
1738	224,15,224,14,225,14,225,13,225,12,223,12,223,10,221,10,221,9,220,9,220,8,220,7,217,7,216,8,214,8,214,9,213,10,212,11,214,11,214,13,214,14,213,14,214,15,217,16,219,15,220,14,220,13,221,13,221,14,221,15,222,15,222,14,223,14,223,15,224,16
1784	194,135,194,134,194,133,194,132,193,132,192,133,192,134,192,136,191,137,192,137
1797	202,33,202,32,203,31,202,31,201,32,201,33,200,33,200,34,202,34
1807	235,76,235,75,234,76,232,76,232,77,235,77
1811	233,81,231,81,231,83,233,83
1812	184,42,187,42,186,41,184,41,183,42,182,42,183,43
1815	236,72,237,72,237,71,234,71,234,72,234,73
1829	228,162,229,161,229,160,228,160,227,161,228,161,227,162,227,163
1845	178,45,176,45,176,46,178,46
1846	255,31,254,30,254,31,255,31
1846	253,28,252,27,252,28,252,29
1848	237,27,236,26,235,27,236,28,237,28
1849	210,47,211,47,210,46,209,46,210,48
1854	173,15,174,15,174,14,174,13,173,14,173,15,172,16,173,16
1860	139,44,140,43,137,44,137,45
1872	231,52,231,51,230,52,231,53
1878	158,60,156,61,158,61
1879	216,71,216,70,215,71,215,72,216,72
1881	208,21,208,20,207,22,207,23
1891	215,64,215,65,215,66,216,66
1898	230,90,230,89,227,90,227,91,228,91
1899	233,18,233,17,232,17,230,19,229,20,230,20
1901	216,12,215,12,215,13,216,13
1906	210,30,211,30,210,29,209,30,210,30,209,31,210,31
1912	193,135,191,137,192,137
1931	217,23,216,24,217,24
1951	178,44,177,44,177,45,178,45
1969	225,36,224,36,224,37,225,37
1980	219,13,218,13,219,14
1985	208,39,207,39,207,40,208,40
2022	189,7,188,7,188,8,189,8
