2077	134,254,133,255,135,255
2495	29,157,31,157,31,156,32,157,32,156,32,155,33,155,32,154,31,153,30,154,30,153,30,152,27,152,27,153,24,153,24,154,23,154,23,155,23,156,24,156,24,157,27,157,27,158,29,158
2496	152,249,152,248,151,248,151,247,152,247,152,246,152,245,151,245,150,246,150,245,149,245,148,244,148,243,146,243,145,244,144,245,145,246,144,247,146,249,146,250,147,250,146,249,147,249,147,248,148,249,149,248,149,249,150,248,150,249,151,249,151,250,152,250,151,251,152,251
2497	75,222,75,223,76,223
2497	75,223,74,222,74,221,73,222,73,223,72,223,72,222,73,222,73,221,70,221,70,222,70,223,70,224,74,224,74,225
2498	48,156,47,155,46,156,46,155,44,153,43,152,42,152,43,154,44,158
2499	36,149,37,148,37,147,35,147,34,148,33,148,33,149,34,150,36,150
2500	107,144,107,143,106,142,105,143,104,144,105,144,106,145
2501	117,170,121,169,121,168,118,169,116,169,114,170,114,171
2502	6,201,4,201,4,202,6,202
2503	62,208,62,207,63,207,63,206,62,206,61,207,61,208,61,209,62,209
2504	249,231,248,230,246,232,248,233
2505	57,161,55,160,54,161,56,162
2506	188,228,189,228,189,227,187,227,187,228,187,229,188,229
2507	23,164,22,162,20,164,22,165
2508	51,163,49,163,51,165
2509	108,145,107,144,107,145,106,145,107,146,108,146
2510	149,246,148,246,147,247,148,247
2511	28,163,26,163,26,164,28,164
2512	156,247,152,247,152,248,153,248
2513	2,162,1,162,2,163,3,163
2514	108,147,109,147,109,146,107,147,108,148
2515	109,146,107,146,107,147,109,147
2516	46,164,45,164,46,165,47,165
2517	43,157,42,157,42,158
2518	4,176,2,176,3,177,4,177
