1455	171,252,170,251,171,249,170,248,170,247,169,247,170,245,168,245,168,241,169,240,168,239,170,237,172,232,172,230,174,228,174,226,173,223,174,222,177,219,178,219,178,217,178,216,176,215,175,214,174,215,168,215,167,214,166,212,165,211,158,206,157,202,156,201,150,196,142,192,138,192,135,189,133,187,130,185,121,182,109,178,104,176,102,174,102,173,100,174,99,175,97,177,96,178,94,179,93,179,94,180,94,181,96,182,97,185,99,186,101,186,102,188,104,189,104,191,107,191,109,192,109,195,112,197,114,199,114,200,110,203,107,203,106,207,108,208,105,211,99,210,97,214,96,217,97,222,101,224,103,225,102,227,102,228,101,230,101,232,101,233,100,235,99,238,94,241,93,241,91,242,90,243,89,244,87,245,86,245,85,246,84,247,82,248,81,249,81,250,80,250,77,252,76,252,75,253,74,253,73,254,73,255,170,255
1459	109,254,108,254,107,255,109,255
1459	98,254,96,254,96,255,98,255
1459	106,254,106,253,106,252,106,251,104,251,104,252,103,252,102,251,101,252,101,253,101,254,99,254,99,255,106,255
1460	4,254,3,255,5,255
1460	3,254,4,253,2,253,2,254,1,254,0,255,3,255
1487	133,254,133,253,131,253,130,254,130,255,133,255
1503	74,254,73,254,73,255
3142	108,218,109,208,106,211,107,212,107,213,103,211,101,213,101,211,99,211,96,217,98,222,101,224,106,224
3143	113,23,113,22,113,21,111,21,110,20,110,19,111,19,110,18,109,17,108,16,107,16,108,17,108,18,104,18,103,19,101,18,99,18,97,19,98,21,101,21,101,22,102,23,104,23,106,24,110,24
3144	133,216,133,215,132,214,131,214,131,213,128,213,128,214,126,214,125,215,126,217,132,217
3145	81,107,80,107,80,108
3145	80,106,81,105,81,104,80,104,80,103,77,103,77,102,76,102,75,101,75,102,74,101,74,102,75,103,75,104,76,105,76,106,75,107,76,107,76,106,77,107,77,105,78,106,78,107,79,107,79,106,80,107
3146	241,224,243,224,243,223,242,223,248,220,248,219,247,219,242,222,234,225,235,226
3147	207,85,207,84,207,83,203,83,204,85,203,86,203,87,205,87,206,88,207,88
3148	197,158,198,158,197,157,197,156,199,156,199,155,199,154,197,154,197,153,196,154,196,155,196,156,194,156,194,157,193,156,192,157,194,157,194,158,195,158,195,159,196,159
3149	70,134,70,133,71,134,71,133,71,132,70,132,71,131,71,130,70,130,70,131,69,131,68,130,68,131,67,132,68,132,68,133,67,133,66,134,67,135,69,135
3150	111,246,112,244,112,243,112,242,111,242,109,243,107,244,107,245,109,247
3151	132,221,133,221,134,222,134,221,135,220,136,219,135,218,136,218,135,217,134,218,133,218,132,219,132,220,131,221,132,221,131,222,132,223
3152	248,168,244,167,244,166,245,166,245,165,247,165,247,164,246,163,245,163,244,164,245,164,244,165,243,164,241,166,242,166,242,167,243,167,245,168,246,168,247,169
3153	174,177,176,177,176,176,175,176,175,175,174,174,173,174,172,173,172,174,172,175,173,175,173,176,172,176,172,177,173,177,174,178
3154	70,233,72,233,72,232,71,232,71,231,66,231,66,232,66,233,67,233,67,234,69,234
3155	247,84,248,84,248,83,247,83,247,82,246,82,246,81,246,80,244,80,245,81,242,81,242,82,243,82,244,83,246,83,245,84,246,84,247,85
3156	31,236,30,236,30,237,31,237
3156	32,235,33,235,33,234,32,233,29,233,29,234,29,235,30,235,32,236
3157	118,236,118,235,120,234,121,233,119,233,119,234,116,234,116,235,116,236,115,238
3158	85,99,86,98,84,98,83,97,82,98,82,99,83,100,85,100
3159	53,235,54,235,54,234,55,233,55,232,54,232,54,233,52,233,52,234,51,234,52,235,53,236
3160	114,168,112,167,112,166,111,166,111,167,110,166,110,167,110,168,111,168,111,169,114,169
3161	75,153,74,153,74,152,74,151,74,150,73,150,72,151,72,152,71,152,71,153,75,154
3162	76,98,75,98,75,97,74,97,73,96,73,97,73,98,73,99,74,99,74,100,75,100
3163	152,241,152,240,152,239,150,239,150,240,148,240,151,242
3164	15,233,15,232,11,232,12,233,14,233,13,234,15,234
3165	233,84,233,83,232,83,232,84,231,84,230,83,229,83,229,84,227,84,228,85,229,85,230,84,231,84,231,85,233,85
3166	45,139,45,138,45,137,44,138,43,137,42,139,42,140,45,140
3167	134,170,133,170,133,169,132,168,131,168,131,169,131,171,134,171
3168	200,188,199,188,199,189
3168	199,188,199,187,199,186,197,186,197,187,197,188,198,188,197,189,198,189
3169	208,96,209,96,209,95,210,94,208,94,208,95,207,95,207,94,206,94,206,95,206,96,207,96,208,97
3170	167,224,166,224,165,222,165,224,165,225,167,225
3171	122,253,123,253,123,252,119,252,119,253,121,253,121,254,122,254
3172	4,42,6,42,6,41,2,41,2,42,2,43,4,43
3173	28,178,29,178,28,177,29,177,28,176,27,177,27,178,29,179
3174	161,248,158,247,157,246,157,247,157,248,159,248,161,249
3175	112,252,110,252,110,253,109,253,110,254,112,254
3176	221,172,221,173,222,173
3176	224,172,224,171,223,171,223,172,223,173,224,173
3177	144,254,144,253,143,253,143,254,142,255,144,255
3178	66,224,65,224,65,223,63,224,64,225,66,225
3179	3,247,3,246,4,245,4,244,3,245,2,246,2,247,2,248
3179	5,242,4,242,4,243
3180	133,243,133,242,132,242,131,243,131,244,133,244
3181	157,228,155,228,156,229
3181	158,227,159,227,159,226,159,225,158,225,158,226,157,227,157,228
3182	203,238,202,238,201,239,203,239
3183	202,248,202,249,203,249
3184	192,218,193,217,194,217,194,216,193,217,191,218,192,219
3185	166,217,165,216,165,217,164,217,164,218,165,218
3186	119,245,117,245,117,246,119,246
3187	17,219,16,219,16,218,15,218,15,220,17,220
3188	164,233,163,233,163,234,164,235
3189	198,204,197,204,197,205,198,205
3190	13,234,13,233,12,233,12,234,12,235
3191	144,142,143,142,139,143
3192	204,211,203,211,203,212
3193	130,226,129,225,129,226,129,227
3194	126,245,125,246,127,246
3195	3,27,3,26,2,27,3,28
3196	184,235,183,235,184,236
3197	127,239,126,240,127,240
3198	138,215,137,215,137,216,138,216
3200	140,215,139,215,140,216
3202	239,165,238,165,238,166,239,166
3203	105,251,104,252,105,252
3204	241,164,240,164,240,165,241,165
3210	106,254,105,254,105,255,106,255
3216	104,252,104,253,105,253
3220	30,235,29,235,29,236,30,236
3233	191,218,190,218,190,219,191,219
3244	101,254,100,254,100,255
